Departure,Departure station,Return station,Covered distance (m),Duration (sec.),latitude_depart,longitude_depart,latitude_retour,longitude_retour
2024-09-20 00:53:19,Comédie,Comédie,5927.0,4408,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
2024-09-20 00:53:52,Louis Blanc,Occitanie,3336.0,630,43.6147274,3.8782032,43.634628,3.8484797
2024-09-20 00:57:03,Fac de Lettres,Observatoire,2922.0,1216,43.6353331,3.8687709,43.61452665,3.871080728556718
2024-09-20 00:57:07,Place Albert 1er - St Charles,Louis Blanc,341.0,171,43.6164766,3.8741187,43.6147274,3.8782032
2024-09-20 00:57:19,Comédie,Comédie,5186.0,4121,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
2024-09-20 00:59:45,Louis Blanc,Corum,381.0,451,43.6147274,3.8782032,43.6144479,3.8821386
2024-09-20 00:59:52,Comédie,Saint-Denis,5748.0,4404,43.60918635,3.8815040936105776,43.6055891,3.8739545
2024-09-20 01:00:07,Boutonnet,Boutonnet,0.0,23,43.6198269,3.8681402,43.6198269,3.8681402
2024-09-20 01:00:52,Boutonnet,Occitanie,2344.0,853,43.6198269,3.8681402,43.634628,3.8484797
2024-09-20 01:01:22,Comédie,Comédie,8.0,53,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
2024-09-20 01:01:37,Boutonnet,Occitanie,2301.0,797,43.6198269,3.8681402,43.634628,3.8484797
2024-09-20 01:01:56,Louis Blanc,Les Aubes,1666.0,868,43.6147274,3.8782032,43.6192157,3.8913335
2024-09-20 01:02:06,Boutonnet,Occitanie,2325.0,785,43.6198269,3.8681402,43.634628,3.8484797
2024-09-20 01:02:38,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,22,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 01:02:53,Comédie,Jeu de Mail des Abbés,3444.0,1121,43.60918635,3.8815040936105776,43.6197908,3.8839408
2024-09-20 01:03:37,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,17,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 01:05:13,Comédie,Comédie,0.0,17,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
2024-09-20 01:06:05,Comédie,Celleneuve,7422.0,5694,43.60918635,3.8815040936105776,43.6137045,3.8245262
2024-09-20 01:07:15,Corum,Corum,0.0,21,43.6144479,3.8821386,43.6144479,3.8821386
2024-09-20 01:07:49,Corum,Faculté des sciences,2989.0,777,43.6144479,3.8821386,43.632161999999994,3.864256104608797
2024-09-20 01:08:29,Corum,Faculté des sciences,2789.0,728,43.6144479,3.8821386,43.632161999999994,3.864256104608797
2024-09-20 01:08:41,Gare Saint-Roch,Richter,2009.0,696,43.6045522,3.8800373,43.6037969,3.8989223
2024-09-20 01:09:34,Gare Saint-Roch,Richter,2197.0,641,43.6045522,3.8800373,43.6037969,3.8989223
2024-09-20 01:09:56,Garcia Lorca,Médiathèque Emile Zola,3207.0,917,43.5899503,3.8905217,43.6082468,3.8930561
2024-09-20 01:12:22,Nombre d'Or,Hôtel de Ville,1909.0,763,43.6079002,3.8866534,43.5985194,3.8966318917219365
2024-09-20 01:12:26,Comédie,Fac de Lettres,2942.0,12482,43.60918635,3.8815040936105776,43.6353331,3.8687709
2024-09-20 01:12:57,Comédie,Fac de Lettres,3226.0,1117,43.60918635,3.8815040936105776,43.6353331,3.8687709
2024-09-20 01:13:34,Rondelet,Occitanie,5319.0,1767,43.6027363,3.8749844,43.634628,3.8484797
2024-09-20 01:13:46,Nombre d'Or,Hôtel de Ville,1933.0,684,43.6079002,3.8866534,43.5985194,3.8966318917219365
2024-09-20 01:13:52,Rondelet,Prés d'Arènes,3438.0,1125,43.6027363,3.8749844,43.5936317,3.8877518
2024-09-20 01:13:54,Comédie,Nombre d'Or,1172.0,429,43.60918635,3.8815040936105776,43.6079002,3.8866534
2024-09-20 01:15:29,Médiathèque Emile Zola,Corum,1504.0,517,43.6082468,3.8930561,43.6144479,3.8821386
2024-09-20 01:18:03,Corum,Comédie,859.0,373,43.6144479,3.8821386,43.60918635,3.8815040936105776
2024-09-20 01:18:19,Rondelet,Prés d'Arènes,3416.0,888,43.6027363,3.8749844,43.5936317,3.8877518
2024-09-20 01:19:32,Corum,Comédie,704.0,309,43.6144479,3.8821386,43.60918635,3.8815040936105776
2024-09-20 01:20:08,Gambetta,Plan Cabanes,277.0,322,43.6040006,3.8713632,43.6085792,3.8689834
2024-09-20 01:20:41,Gambetta,Occitanie,7345.0,2318,43.6040006,3.8713632,43.634628,3.8484797
2024-09-20 01:23:47,Charles Flahault,Halles Castellane,1433.0,496,43.6187686,3.8659891,43.61012445,3.876843401959306
2024-09-20 01:23:56,Charles Flahault,Halles Castellane,1447.0,488,43.6187686,3.8659891,43.61012445,3.876843401959306
2024-09-20 01:25:44,Plan Cabanes,Fac de Lettres,10173.0,3830,43.6085792,3.8689834,43.6353331,3.8687709
2024-09-20 01:27:03,Observatoire,Fac de Lettres,3169.0,1277,43.61452665,3.871080728556718,43.6353331,3.8687709
2024-09-20 01:27:40,Albert 1er - Cathédrale,Albert 1er - Cathédrale,0.0,8698,43.6148246,3.873733,43.6148246,3.873733
2024-09-20 01:27:53,Albert 1er - Cathédrale,Occitanie,3408.0,1177,43.6148246,3.873733,43.634628,3.8484797
2024-09-20 01:28:01,Observatoire,Celleneuve,2491.0,56785,43.61452665,3.871080728556718,43.6137045,3.8245262
2024-09-20 01:28:14,Albert 1er - Cathédrale,Boutonnet,1217.0,398,43.6148246,3.873733,43.6198269,3.8681402
2024-09-20 01:29:33,Observatoire,Faculté des sciences,3983.0,1304,43.61452665,3.871080728556718,43.632161999999994,3.864256104608797
2024-09-20 01:30:04,Port Marianne,Place Albert 1er - St Charles,3759.0,1906,43.6059165,3.9168169,43.6164766,3.8741187
2024-09-20 01:30:34,Gare Saint-Roch,Occitanie,5053.0,2507,43.6045522,3.8800373,43.634628,3.8484797
2024-09-20 01:31:27,Jean de Beins,Comedie Baudin,6044.0,2330,43.6099481,3.8834254,43.6086772,3.8812103
2024-09-20 01:31:36,Jean de Beins,Comedie Baudin,6583.0,2314,43.6099481,3.8834254,43.6086772,3.8812103
2024-09-20 01:31:49,Louis Blanc,Louis Blanc,12.0,45,43.6147274,3.8782032,43.6147274,3.8782032
2024-09-20 01:32:37,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,20,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 01:33:29,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,19,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 01:34:21,Vert Bois,Rondelet,4749.0,1043,43.6354897,3.8717792916498994,43.6027363,3.8749844
2024-09-20 01:34:42,Gare Saint-Roch,Occitanie,5513.0,1834,43.6045522,3.8800373,43.634628,3.8484797
2024-09-20 01:34:51,Observatoire,Observatoire,49.0,236,43.61452665,3.871080728556718,43.61452665,3.871080728556718
2024-09-20 01:34:53,Gare Saint-Roch,Vert Bois,4870.0,2085,43.6045522,3.8800373,43.6354897,3.8717792916498994
2024-09-20 01:35:19,Corum,Faculté des sciences,2969.0,1768,43.6144479,3.8821386,43.632161999999994,3.864256104608797
2024-09-20 01:36:06,Gare Saint-Roch,Vert Bois,4523.0,1999,43.6045522,3.8800373,43.6354897,3.8717792916498994
2024-09-20 01:37:24,Gare Saint-Roch,Occitanie,4982.0,1659,43.6045522,3.8800373,43.634628,3.8484797
2024-09-20 01:39:15,Corum,Faculté des sciences,3193.0,1584,43.6144479,3.8821386,43.632161999999994,3.864256104608797
2024-09-20 01:39:29,Observatoire,Observatoire,0.0,15,43.61452665,3.871080728556718,43.61452665,3.871080728556718
2024-09-20 01:39:52,Albert 1er - Cathédrale,Fac de Lettres,1919.0,681,43.6148246,3.873733,43.6353331,3.8687709
2024-09-20 01:40:26,Albert 1er - Cathédrale,Albert 1er - Cathédrale,0.0,50,43.6148246,3.873733,43.6148246,3.873733
2024-09-20 01:40:32,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,28,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 01:40:34,Observatoire,Saint-Guilhem - Courreau,488.0,212,43.61452665,3.871080728556718,43.6089424,3.8727765
2024-09-20 01:40:39,Corum,Aiguelongue,2566.0,1347,43.6144479,3.8821386,43.6331438,3.8795261
2024-09-20 01:41:08,Albert 1er - Cathédrale,Boutonnet,2691.0,924,43.6148246,3.873733,43.6198269,3.8681402
2024-09-20 01:41:50,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,15,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 01:42:17,Halles Castellane,Occitanie,5895.0,4068,43.61012445,3.876843401959306,43.634628,3.8484797
2024-09-20 01:42:19,Albert 1er - Cathédrale,Boutonnet,2597.0,849,43.6148246,3.873733,43.6198269,3.8681402
2024-09-20 01:42:20,Halles Castellane,Albert 1er - Cathédrale,3561.0,1854,43.61012445,3.876843401959306,43.6148246,3.873733
2024-09-20 01:42:49,Corum,Corum,4222.0,2853,43.6144479,3.8821386,43.6144479,3.8821386
2024-09-20 01:43:28,Halles Castellane,Occitanie,6099.0,4052,43.61012445,3.876843401959306,43.634628,3.8484797
2024-09-20 01:44:25,Médiathèque Emile Zola,Boutonnet,3781.0,1485,43.6082468,3.8930561,43.6198269,3.8681402
2024-09-20 01:44:58,Corum,Boutonnet,1696.0,2053,43.6144479,3.8821386,43.6198269,3.8681402
2024-09-20 01:45:09,Médiathèque Emile Zola,Boutonnet,4177.0,1432,43.6082468,3.8930561,43.6198269,3.8681402
2024-09-20 01:45:15,Saint-Guilhem - Courreau,Saint-Guilhem - Courreau,24.0,66,43.6089424,3.8727765,43.6089424,3.8727765
2024-09-20 01:45:38,Corum,Corum,2.0,164,43.6144479,3.8821386,43.6144479,3.8821386
2024-09-20 01:45:40,Médiathèque Emile Zola,Boutonnet,3747.0,48564,43.6082468,3.8930561,43.6198269,3.8681402
2024-09-20 01:46:22,Médiathèque Emile Zola,Boutonnet,4167.0,1359,43.6082468,3.8930561,43.6198269,3.8681402
2024-09-20 01:47:24,Médiathèque Emile Zola,Boutonnet,4051.0,1304,43.6082468,3.8930561,43.6198269,3.8681402
2024-09-20 01:49:06,Corum,Corum,24.0,81,43.6144479,3.8821386,43.6144479,3.8821386
2024-09-20 01:49:18,Comédie,Occitanie,5907.0,3637,43.60918635,3.8815040936105776,43.634628,3.8484797
2024-09-20 01:50:08,Comédie,Occitanie,5127.0,3583,43.60918635,3.8815040936105776,43.634628,3.8484797
2024-09-20 01:51:11,Port Marianne,Occitanie,6965.0,3204,43.6059165,3.9168169,43.634628,3.8484797
2024-09-20 01:51:53,Voltaire,Saint-Guilhem - Courreau,1607.0,465,43.6037049,3.8892253,43.6089424,3.8727765
2024-09-20 01:53:45,Louis Blanc,Occitanie,3630.0,1146,43.6147274,3.8782032,43.634628,3.8484797
2024-09-20 01:55:33,Corum,Occitanie,4204.0,1481,43.6144479,3.8821386,43.634628,3.8484797
2024-09-20 01:55:52,Louis Blanc,Louis Blanc,0.0,23,43.6147274,3.8782032,43.6147274,3.8782032
2024-09-20 01:56:28,Corum,Corum,6.0,63,43.6144479,3.8821386,43.6144479,3.8821386
2024-09-20 01:57:52,Médiathèque Emile Zola,Malbosc,8196.0,3222,43.6082468,3.8930561,43.6346401,3.8332043
2024-09-20 01:58:27,Corum,Occitanie,3908.0,1306,43.6144479,3.8821386,43.634628,3.8484797
2024-09-20 01:58:29,Médiathèque Emile Zola,Nombre d'Or,747.0,487,43.6082468,3.8930561,43.6079002,3.8866534
2024-09-20 01:58:52,Gare Saint-Roch,Père Soulas,3516.0,1393,43.6045522,3.8800373,43.6219699,3.855618
2024-09-20 01:59:25,Médiathèque Emile Zola,Malbosc,8016.0,3100,43.6082468,3.8930561,43.6346401,3.8332043
2024-09-20 02:00:11,Gare Saint-Roch,Père Soulas,3044.0,1336,43.6045522,3.8800373,43.6219699,3.855618
2024-09-20 02:00:20,Port Marianne,Occitanie,6985.0,2650,43.6059165,3.9168169,43.634628,3.8484797
2024-09-20 02:00:38,Nombre d'Or,Faculté des sciences,11171.0,119691,43.6079002,3.8866534,43.632161999999994,3.864256104608797
2024-09-20 02:01:11,Nombre d'Or,Celleneuve,5664.0,2382,43.6079002,3.8866534,43.6137045,3.8245262
2024-09-20 02:01:55,Place Albert 1er - St Charles,Place Albert 1er - St Charles,0.0,32,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 02:02:26,Place Albert 1er - St Charles,Place Albert 1er - St Charles,2.0,65,43.6164766,3.8741187,43.6164766,3.8741187
2024-09-20 02:04:26,Plan Cabanes,Plan Cabanes,36.0,295,43.6085792,3.8689834,43.6085792,3.8689834
2024-09-20 02:04:32,Observatoire,Comédie,322.0,277,43.61452665,3.871080728556718,43.60918635,3.8815040936105776
2024-09-20 02:07:37,Louis Blanc,Louis Blanc,0.0,16,43.6147274,3.8782032,43.6147274,3.8782032
2024-09-20 02:08:18,Nombre d'Or,Faculté des sciences,5258.0,1770,43.6079002,3.8866534,43.632161999999994,3.864256104608797
2024-09-20 02:08:20,Louis Blanc,Louis Blanc,18.0,239,43.6147274,3.8782032,43.6147274,3.8782032
2024-09-20 02:10:31,Saint-Denis,Providence - Ovalie,3520.0,895,43.6055891,3.8739545,43.5882994,3.8534561
2024-09-20 02:17:22,Médiathèque Emile Zola,Saint-Guilhem - Courreau,2662.0,1286,43.6082468,3.8930561,43.6089424,3.8727765
2024-09-20 02:18:23,Saint-Denis,Providence - Ovalie,2958.0,687,43.6055891,3.8739545,43.5882994,3.8534561
2024-09-20 02:21:40,Médiathèque Emile Zola,Médiathèque Emile Zola,0.0,18,43.6082468,3.8930561,43.6082468,3.8930561
2024-09-20 02:22:59,Médiathèque Emile Zola,Voltaire,998.0,353,43.6082468,3.8930561,43.6037049,3.8892253
2024-09-20 02:26:24,Gare Saint-Roch,Malbosc,5709.0,2126,43.6045522,3.8800373,43.6346401,3.8332043
2024-09-20 02:26:38,Plan Cabanes,Hôtel du Département,3352.0,1110,43.6085792,3.8689834,43.622820000000004,3.837632367928194
2024-09-20 02:26:41,Vert Bois,Foch,3048.0,882,43.6354897,3.8717792916498994,43.6109947,3.8733344
2024-09-20 02:27:50,Port Marianne,Pérols Etang de l'Or,7044.0,121923,43.6059165,3.9168169,43.55793215,3.9635798718239577
2024-09-20 02:29:29,Port Marianne,Pérols Etang de l'Or,6955.0,2950,43.6059165,3.9168169,43.55793215,3.9635798718239577
2024-09-20 02:31:11,Comedie Baudin,Faculté des sciences,7367.0,4296,43.6086772,3.8812103,43.632161999999994,3.864256104608797
2024-09-20 02:32:07,Boutonnet,Albert 1er - Cathédrale,2360.0,1725,43.6198269,3.8681402,43.6148246,3.873733
2024-09-20 02:32:48,Boutonnet,Albert 1er - Cathédrale,2442.0,1674,43.6198269,3.8681402,43.6148246,3.873733
2024-09-20 02:33:28,Saint-Guilhem - Courreau,Boutonnet,2037.0,578,43.6089424,3.8727765,43.6198269,3.8681402
2024-09-20 02:34:28,Boutonnet,Occitanie,2342.0,1253,43.6198269,3.8681402,43.634628,3.8484797
2024-09-20 02:37:12,Port Marianne,Port Marianne,0.0,17,43.6059165,3.9168169,43.6059165,3.9168169
2024-09-20 02:38:13,Port Marianne,Port Marianne,2.0,23,43.6059165,3.9168169,43.6059165,3.9168169
2024-09-20 02:39:47,Port Marianne,Celleneuve,7765.0,2242,43.6059165,3.9168169,43.6137045,3.8245262
2024-09-20 02:40:07,Comedie Baudin,Faculté des sciences,6808.0,35539,43.6086772,3.8812103,43.632161999999994,3.864256104608797
2024-09-20 02:40:15,Comédie,Jardin de la Lironde,7191.67,863,43.60918635,3.8815040936105776,43.6058517,3.9115715
2024-09-20 02:41:16,Boutonnet,Occitanie,2336.0,831,43.6198269,3.8681402,43.634628,3.8484797
2024-09-20 02:41:24,Gare Saint-Roch,Hôtel de Ville,2178.0,792,43.6045522,3.8800373,43.5985194,3.8966318917219365
2024-09-20 02:41:39,Comédie,Faculté des sciences,3634.0,1187,43.60918635,3.8815040936105776,43.632161999999994,3.864256104608797
2024-09-20 02:42:56,Comédie,Occitanie,5296.0,2617,43.60918635,3.8815040936105776,43.634628,3.8484797
2024-09-20 02:43:08,Boutonnet,Occitanie,2293.0,692,43.6198269,3.8681402,43.634628,3.8484797
2024-09-20 02:50:52,Antigone centre,Fac de Lettres,3851.0,2534,43.6079184,3.8905276,43.6353331,3.8687709
2024-09-20 02:51:28,Antigone centre,Sabines,5778.0,1749,43.6079184,3.8905276,43.5840624,3.8600063
2024-09-20 02:51:30,Jean de Beins,Faculté des sciences,0.0,3184,43.6099481,3.8834254,43.632161999999994,3.864256104608797
2024-09-20 02:51:38,Antigone centre,Fac de Lettres,3696.0,2495,43.6079184,3.8905276,43.6353331,3.8687709
2024-09-20 02:52:14,Antigone centre,Faculté des sciences,5068.0,2906,43.6079184,3.8905276,43.632161999999994,3.864256104608797
2024-09-20 02:52:14,Jean de Beins,Faculté des sciences,5993.0,3026,43.6099481,3.8834254,43.632161999999994,3.864256104608797
2024-09-20 02:52:22,Antigone centre,Faculté des sciences,7153.0,3620,43.6079184,3.8905276,43.632161999999994,3.864256104608797
2024-09-20 02:53:02,Antigone centre,Faculté des sciences,5170.0,2826,43.6079184,3.8905276,43.632161999999994,3.864256104608797
2024-09-20 02:56:05,Corum,Faculté des sciences,5511.0,2210,43.6144479,3.8821386,43.632161999999994,3.864256104608797
2024-09-20 02:59:50,Faculté des sciences,Vert Bois,1400.0,489,43.632161999999994,3.864256104608797,43.6354897,3.8717792916498994
2024-09-20 02:59:53,Rondelet,Occitanie,4915.0,1760,43.6027363,3.8749844,43.634628,3.8484797
2024-09-20 03:00:06,Faculté des sciences,Occitanie,1527.0,430,43.632161999999994,3.864256104608797,43.634628,3.8484797
2024-09-20 03:00:44,Vert Bois,Faculté des sciences,2109.0,746,43.6354897,3.8717792916498994,43.632161999999994,3.864256104608797
2024-09-20 03:06:46,Foch,Boutonnet,1592.0,389,43.6109947,3.8733344,43.6198269,3.8681402
2024-09-20 03:08:38,Place Albert 1er - St Charles,Occitanie,3305.0,1119,43.6164766,3.8741187,43.634628,3.8484797
2024-09-20 03:09:07,Gare Saint-Roch,Faculté des sciences,6697.0,3785,43.6045522,3.8800373,43.632161999999994,3.864256104608797
2024-09-20 03:09:57,Saint-Denis,Occitanie,5870.0,36151,43.6055891,3.8739545,43.634628,3.8484797
2024-09-20 03:10:27,Gare Saint-Roch,Faculté des sciences,6450.0,3673,43.6045522,3.8800373,43.632161999999994,3.864256104608797
2024-09-20 03:13:47,Charles Flahault,Malbosc,4494.0,1843,43.6187686,3.8659891,43.6346401,3.8332043
2024-09-20 03:14:17,Charles Flahault,Euromédecine,5425.0,2037,43.6187686,3.8659891,43.6387944,3.8273524
2024-09-20 03:15:20,Médiathèque Emile Zola,Euromédecine,10434.0,6489,43.6082468,3.8930561,43.6387944,3.8273524
2024-09-20 03:15:38,Gare Saint-Roch,Faculté des sciences,7006.0,3332,43.6045522,3.8800373,43.632161999999994,3.864256104608797
2024-09-20 03:16:55,Médiathèque Emile Zola,Vert Bois,4259.0,2541,43.6082468,3.8930561,43.6354897,3.8717792916498994
2024-09-20 03:22:32,Antigone centre,Antigone centre,0.0,34,43.6079184,3.8905276,43.6079184,3.8905276
2024-09-20 03:23:42,Antigone centre,Faculté des sciences,6177.0,3863,43.6079184,3.8905276,43.632161999999994,3.864256104608797
2024-09-20 03:29:55,Gare Saint-Roch,Boutonnet,2595.0,635,43.6045522,3.8800373,43.6198269,3.8681402
2024-09-20 03:30:12,Gare Saint-Roch,Boutonnet,2556.0,610,43.6045522,3.8800373,43.6198269,3.8681402
2024-09-20 03:30:18,Gare Saint-Roch,Voltaire,12860.0,55480,43.6045522,3.8800373,43.6037049,3.8892253
2024-09-20 03:30:26,Albert 1er - Cathédrale,Faculté des sciences,2503.0,2291,43.6148246,3.873733,43.632161999999994,3.864256104608797
2024-09-20 03:31:13,Nombre d'Or,Euromédecine,9707.0,5540,43.6079002,3.8866534,43.6387944,3.8273524
2024-09-20 03:31:45,Nouveau Saint-Roch,Occitanie,4855.0,31919,43.5998216,3.8757614,43.634628,3.8484797
2024-09-20 03:32:20,Saint-Guilhem - Courreau,Hôtel de Ville,2534.0,683,43.6089424,3.8727765,43.5985194,3.8966318917219365
2024-09-20 03:32:54,Albert 1er - Cathédrale,Boutonnet,1196.0,992,43.6148246,3.873733,43.6198269,3.8681402
2024-09-20 03:39:17,Emile Combes,Beaux-Arts,5780.0,3129,43.6167422,3.8799722,43.6167043,3.8849862
2024-09-20 03:40:04,Saint-Guilhem - Courreau,Vert Bois,3920.0,1614,43.6089424,3.8727765,43.6354897,3.8717792916498994
2024-09-20 03:41:24,Saint-Guilhem - Courreau,Vert Bois,3785.0,1519,43.6089424,3.8727765,43.6354897,3.8717792916498994
2024-09-20 03:41:45,Emile Combes,Beaux-Arts,6226.0,3010,43.6167422,3.8799722,43.6167043,3.8849862
2024-09-20 03:43:07,Emile Combes,Beaux-Arts,5866.0,2916,43.6167422,3.8799722,43.6167043,3.8849862
2024-09-20 03:44:33,Nombre d'Or,Fac de Lettres,5668.0,2517,43.6079002,3.8866534,43.6353331,3.8687709
2024-09-20 03:46:25,Nombre d'Or,Les Arceaux,7106.0,45603,43.6079002,3.8866534,43.6118401,3.8623604
